artist,asin,media,review_count,star_rating,title,year
Alice In Chains,B0BGJQ5CQB,"MP3 Music,Audio CD",4176,4.8,Dirt - Exclusive Limited Edition Apple Red Colored Vinyl 2LP,
,6303477259,"VHS Tape,DVD",4208,4.8,Pink Floyd - Pulse VHS,
ΤOOL,B00000099Y,"Audio CD,MP3 Music,Audio, Cassette",3953,4.8,Aenima,1996
The Clash,B00XDCB93Y,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",4030,4.8,London Calling,2015
Black Sabbath,B00WASEF7E,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",4049,4.8,Black Sabbath,2015
Janis Joplin,B00000K2W1,"Audio CD,Hardcover,Paperback,Audio, Cassette",4051,4.8,Janis Joplin's Greatest Hits,1999
Deftones,B08G8YRWKQ,"Audio CD,MP3 Music,Vinyl",4017,4.8,Ohms,2020
Daft Punk,B099ZRXZ6Q,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3886,4.8,Discovery,2022
Queen,B001FES0IE,"Vinyl,Audio CD",3863,4.8,A Night at the Opera,2008
Red Hot Chili Peppers,B0000C1733,"Audio CD,Vinyl",3798,4.8,Rhcp - Greatest Hits,2003
Rush,B000001ESF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3721,4.8,2112,1997
Panic! at the Disco,B01C3UJ05K,"Vinyl,MP3 Music,Audio CD",3802,4.8,Death of a Bachelor,2016
Aerosmith,B0000029B1,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",3722,4.8,AEROSMITH'S GREATEST HITS,1993
Volbeat,B07R9HW9ZT,Audio CD,3745,4.8,"Rewind, Replay, Rebound",2019
Audioslave,B00006RU5B,"Audio CD,MP3 Music,Vinyl",3858,4.8,Audioslave,2002
Five Finger Death Punch,B0BNC6C9S2,"Vinyl,MP3 Music,Audio CD",3827,4.8,A Decade Of Destruction - Crimson Red,2023
Godsmack,B07B62TYKF,"Audio CD,MP3 Music,Vinyl",3741,4.8,GODSMACK - WHEN LEGENDS RISE,
AC/DC,B0000CF34J,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3690,4.8,High Voltage,2003
Black Sabbath,B00WASEDVM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3616,4.8,Master of Reality,2015
PIANO GUYS,B009RXCIDS,"Audio CD,MP3 Music",3594,4.8,Piano Guys,2013
AC/DC,B00008WT5M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3424,4.8,The Razors Edge,2003
Nirvana,B07RC8KSWK,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio",3401,4.8,In Utero,
Motley Crue,B00000DFSQ,"Audio CD,MP3 Music,Vinyl",3433,4.8,Motley Crue - Greatest Hits,1998
Alice Cooper,B08M88KRD7,"Vinyl,MP3 Music,Audio CD",3490,4.8,Detroit Stories,2021
Guns N' Roses,B000057DOV,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3510,4.8,Use Your Illusion II,2012
Pink Floyd,B000002B35,"Audio CD,Vinyl,Audio, Cassette",3431,4.8,Pulse,1995
Alice In Chains,B00000272N,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3482,4.8,Facelift,1990
Alice In Chains,B000026EF7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3482,4.8,Facelift,1999
Nickelback,B00FFERTUK,"Audio CD,MP3 Music",3225,4.8,"The Best of Nickelback, Vol. 1",2013
System of a Down,B000021YQV,"Audio CD,MP3 Music,Vinyl",3311,4.8,Toxicity,2001
Rush,B000001ESP,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3302,4.8,Moving Pictures,1997
Metallica,B08VP1XCGK,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",3216,4.8,Metallica - Exclusive Limited Edition Black Marble Colored Vinyl LP,2021
Van Halen,B00T3YBQRA,"Vinyl,Audio CD,Sheet music",3255,4.8,1984 Remastered,2015
The Who,B000002OX7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3268,4.8,Who's Next,1995
Bon Jovi,B00000I07P,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",3246,4.8,Slippery When Wet Remastered,1999
Volbeat,B01E46C6YS,"Audio CD,MP3 Music,Vinyl",3232,4.8,Seal The Deal & Let's Boogie,2016
Van Halen,B000002KH3,"Audio CD,Audio CD",3352,4.8,Van Halen,1987
The Who,B00008ZPCL,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3268,4.8,Who's Next,2007
Bob Seger,B000002TST,"Audio, Cassette,Audio CD,Vinyl",3315,4.8,Greatest Hits,1994
Iron Maiden,B00MG4CVAU,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3166,4.8,Powerslave,2014
Queen,B0002M5U88,Audio CD,3120,4.8,Queen Greatest Hits,2004
SLIPKNOT,B00003ZA0T,"Audio CD,MP3 Music,Vinyl",3212,4.8,Slipknot,2008
ZZ Top,B000002LSV,"Audio CD,MP3 Music,Audio, Cassette",3171,4.8,Greatest Hits,1992
Queen,B000000OA6,"Audio CD,Audio CD",3167,4.8,Innuendo,1991
The Rolling Stones,B0024RID6U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3152,4.8,Tattoo You Remastered,2009
Freddie Mercury,B00009P1O2,"DVD,Audio CD",3143,4.8,Queen - Live at Wembley Stadium [DVD],", et al."
Metallica,B000002H6C,"Audio CD,Audio CD",3163,4.8,...And Justice For All,1988
The Killers,B00947DZZM,Audio CD,3123,4.8,Hot Fuss,2004
Rammstein,B005OLUOVA,"Audio CD,MP3 Music",3178,4.8,Made in Germany 1995-2011,2011
,B00003JA9E,"VHS Tape,Audio CD",3143,4.8,Queen Live at Wembley '86 [VHS],
Queen,B000000OF6,"Audio CD,Vinyl",3072,4.8,Queen: Greatest Hits I & II,1995
Queens Of The Stone Age,B00006F83Y,"Audio CD,MP3 Music,Vinyl",2993,4.8,Songs for the Deaf,2002
Five Finger Death Punch,B07BC5ZVB4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3028,4.8,And Justice For None,2018
Deep Purple,B000002KHB,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",3035,4.8,Machine Head,1990
Jimi Hendrix,B000002OPN,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3027,4.8,Axis: Bold As Love,
Styx,B000002G3Z,"Audio Cassette,MP3 Music,Audio CD",2981,4.8,STYX: Greatest Hits,1995
Elton John,B000071WET,"Audio CD,Audio, Cassette",3068,4.8,Elton John - Greatest Hits 1970-2002,2002
Iron Maiden,B00N3AYOYM,"Vinyl,Audio CD",2886,4.8,Somewhere in Time,2014
Gojira,B08WQZ7C8V,"Audio CD,MP3 Music,Vinyl",2888,4.8,Fortitude,2021
Iron Maiden,B00LD22MIM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",2841,4.8,Iron Maiden,2014
Metallica & San Francisco Symphony,B08CWCG2BF,"Vinyl,Audio CD,Blu-ray Audio",2949,4.8,S&M2 Deluxe Box 1,2020
Ozzy Osbourne,B000002B7O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2925,4.8,Diary of a Madman,1995
Ozzy Osbourne,B0BJ37CRXW,"Vinyl,Audio CD,Audio, Cassette",2938,4.8,Patient Number 9 - Exclusive Limited Edition Red & Black Marbled Colored Vinyl 2 LP,
Alice In Chains,B0000029F8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2807,4.8,Jar Of Flies,1994
Def Leppard,B0027WNRIG,"Audio CD,Vinyl Bound",2784,4.8,Pyromania,2009
The HU,B087DJ4M88,"Vinyl,MP3 Music,Audio CD",2777,4.8,The Gereg Deluxe Version,2020
Megadeth,B0002EXH5O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2729,4.8,Rust In Peace,2004
The Doors,B0028ER4PK,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",2803,4.8,L.A. Woman,2009
Queen,B000000OAC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2768,4.8,News Of The World,1991
Volbeat,B00BHRCDGY,"Vinyl,MP3 Music,Audio CD",2821,4.8,Outlaw Gentlemen & Shady Ladies,2013
Nine Inch Nails,B000000GPY,"Audio CD,Audio CD",2807,4.8,Pretty Hate Machine,1989
Alice In Chains,B000002BM5,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2816,4.8,Unplugged,1996
Black Sabbath,B00382X4XC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2736,4.8,Heaven & Hell,2010
Santana,B0000062FL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2707,4.8,Abraxas,1998
System of a Down,B0007Y4TVU,"Audio CD,MP3 Music,Vinyl",2640,4.8,Mezmerize,2005
Lynyrd Skynyrd,B00005RIKI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2709,4.8,Pronounced 'Lĕh-'nérd 'Skin-'nérd,2001
Slayer,B000062YAZ,"Audio CD,MP3 Music,Vinyl",2698,4.8,Reign In Blood,2002
AC/DC,B00008WT5C,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2645,4.8,Let There Be Rock,2003
Volbeat,B09DN1FJ5T,"Audio CD,Vinyl",2693,4.8,Servant Of The Mind Deluxe,2021
Slipknot,B00N0T38LG,"Audio CD,MP3 Music,Vinyl",2660,4.8,.5: The Gray Chapter,2014
Impending Doom,B00CP4RZRA,"Audio CD,MP3 Music",70,4.9,Death Will Reign,2013
Moon Hooch,B00CDUVEI2,"Audio CD,MP3 Music",70,4.9,Moon Hooch,2013
Ratt,B000008JT4,"Audio CD,Vinyl,Audio, Cassette",70,4.9,Ratt,
Testament,B00XEMVNFC,"Vinyl,MP3 Music,Audio CD",70,4.9,Dark Roots of Earth,2015
Ozark Mountain Daredevils,B0000VJFRS,"Audio CD,MP3 Music,Vinyl",70,4.9,It'll Shine When It Shines,1974
Metallica,B07GW4T67C,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2572,4.8,...And Justice For All Remastered,2018
AC/DC,B00008BXJ4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2552,4.8,Dirty Deeds Done Dirt Cheap,2003
Linkin Park,B000PITXPU,"Vinyl,MP3 Music,Audio CD",2620,4.8,Minutes To Midnight,2008
The Rolling Stones,B0024RID60,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2552,4.8,Some Girls Remastered,2009
Lamb of God,B08VMCZ5J7,"Audio CD,MP3 Music,Vinyl",2560,4.8,Lamb of God Deluxe Version,2021
Korn,B07T1J6KRP,"Audio CD,Vinyl",2538,4.8,The Nothing,2019
Testament,B0B65Q6X4M,"Audio CD,MP3 Music,Vinyl",2611,4.8,Titans Of Creation - Video Album,2022
Testament,B084B1HT4F,"Audio CD,MP3 Music,Vinyl",2611,4.8,Titans of Creation,2020
Panic! at the Disco,B000FILP0G,"Audio CD,MP3 Music,Vinyl",2564,4.8,Fever You Can't Sweat Out,
Nine Inch Nails,B000001Y5Z,"Audio CD,MP3 Music,Vinyl",2539,4.8,The Downward Spiral,1994
Bring Me the Horizon,B012BCLPB2,"Vinyl,MP3 Music,Audio CD",2520,4.8,That's the Spirit,2015
Iron Maiden,B00LD22MM8,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",2464,4.8,The Number of the Beast,2014
Queen,B00TPEDN9M,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",2535,4.8,Night at the Opera,2015
Van Halen,B000286S8S,"Audio CD,Audio CD",2225,4.8,Van Halen Best Of Both Worlds,2004
Foo Fighters,B0000CAXID,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2242,4.8,Foo Fighters,2003
Rage Against The Machine,B00002MZ2C,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2237,4.8,The Battle of Los Angeles,1999
Bring Me the Horizon,B08L1L8LMJ,"Audio CD,MP3 Music,Vinyl",2241,4.8,POST HUMAN: SURVIVAL HORROR,2021
Metallica,B0B4BKDMRM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",2225,4.8,Reload - Exclusive Limited Edition Flaming Fuel Colored Vinyl 2LP,
Led Zeppelin,B000002JSJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2272,4.8,Presence,1976
Shane McDermott,B00004U9R4,"DVD,VHS Tape",2254,4.8,Airborne,", et al."
Pat Benatar,B0026BD2J2,"Audio CD,MP3 Music",2223,4.8,Greatest Hits,2009
Rage Against The Machine,B0000029D9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette,MiniDisc",2178,4.8,Evil Empire,1996
AC/DC,B00008WT5G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2192,4.8,For Those About To Rock We Salute You,2003
Black Sabbath,B00WWK48RW,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",2215,4.8,Sabbath Bloody Sabbath,2015
Jethro Tull,B00000GAIW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2213,4.8,Aqualung,1999
Van Halen,B000002NAA,"Audio CD,MP3 Music,Audio, Cassette",2200,4.8,Best of Volume 1,1996
Lynyrd Skynyrd,B00028RL6Q,"Audio CD,Vinyl",2158,4.8,Skynyrd's Innyrds: Their Greatest Hits,
Three Days Grace,B000FBGBPC,"Audio CD,MP3 Music,Vinyl",2132,4.8,One-X,2006
System of a Down,B07FT3G8P8,"Vinyl,MP3 Music,Audio CD",2115,4.8,System Of A Down,2018
Freddie Mercury,B000000OC6,"Audio CD,Vinyl,Audio, Cassette",2088,4.8,Barcelona,1992
BABYMETAL,B019GE1P0O,"Audio CD,MP3 Music,Vinyl",2153,4.8,Metal Resistance,2016
My Chemical Romance,B0046BQ06W,"Vinyl,MP3 Music,Audio CD",2106,4.8,Danger Days: The True Lives of the Fabulous Killjoys,2011
Queen,B000000OAX,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2106,4.8,A Kind Of Magic,1991
David Bowie,B00008NGLA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2094,4.8,Aladdin Sane-30th Anniversary,2003
Queen,B00TR4PSCU,"Vinyl,MP3 Music,Audio CD",2113,4.8,Queen Forever,2015
Led Zeppelin,B00008EPRP,"Vinyl,Audio CD,Audio, Cassette",2129,4.8,Led Zeppelin,1990
Deftones,B004TRKHSK,"Vinyl,MP3 Music,Audio CD",2067,4.8,Around the Fur,2011
Ozzy Osbourne,B00JRBGGL0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette,MiniDisc",2086,4.8,No More Tears,2014
Korn,B016W61EOQ,"Audio CD,MP3 Music,Vinyl",2078,4.8,Issues,2011
Meat Loaf,B000002OMN,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2071,4.8,Bat out of Hell II: Back into Hell,1993
Halestorm,B00BGV0Y26,"Audio CD,MP3 Music,Vinyl",2059,4.8,The Strange Case of...,2013
Led Zeppelin,B00000EBLS,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",2088,4.8,Led Zeppelin II,
Black Sabbath,B00382X4X2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2088,4.8,Mob Rules,2010
Heart,B00007L9XW,Audio CD,2029,4.8,The Essential Heart,2009
Ozzy Osbourne,B000084U3P,"Audio CD,MP3 Music",1950,4.8,The Essential Ozzy Osbourne,2003
The Rolling Stones,B0000DJYPB,Vinyl,1949,4.8,"Hot Rocks, 1964-1971",2003
Iron Maiden,B00N3AYQKE,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1936,4.8,Seventh Son of a Seventh Son,2014
Rammstein,B08JK2LL89,"Audio CD,Vinyl",1962,4.8,Herzeleid - XXV Anniversary Edition,2021
Aerosmith,B00000EGDD,"Audio Cassette,Multimedia CD",1946,4.8,Toys in the Attic,
Iron Maiden,B000006JPJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1936,4.8,Seventh Son Of A Seventh Son,1995
Iron Maiden,B08KH132M2,"Vinyl,MP3 Music,Audio CD",1948,4.8,"Nights of the Dead, Legacy of the Beast: Live in Mexico City",2020
Def Leppard,B000001DVD,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1948,4.8,High 'n' Dry,1992
Frank Zappa,B0000009S3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1941,4.8,Hot Rats,1995
blink-182,B00005LVSE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1946,4.8,Take Off Your Pants & Jacket (+2 Bonus T,
Megadeth,B000TVJEC0,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",1887,4.8,Peace Sells...But Who's Buying,2008
Rammstein,B0000057C5,"Audio CD,Audio CD",1925,4.8,Sehnsucht,1998
A Perfect Circle,B00004T99Z,"Audio CD,MP3 Music,Vinyl",1887,4.8,Mer De Noms,2000
Rammstein,B000BK8FH4,"Audio CD,MP3 Music,Vinyl",1916,4.8,Rosenrot,2005
Skillet,B07RMGBV9N,"Audio CD,MP3 Music,Vinyl",1889,4.8,Victorious,2019
Nirvana,B000003TAR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1890,4.8,In Utero,1993
Nickelback,B000B66PC0,"Audio CD,MP3 Music,Vinyl",1913,4.8,All the Right Reasons,2005
Pantera,B0036BDQ6U,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1874,4.8,Vulgar Display of Power,2010
Ghost,B09NSYHT9G,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1834,4.8,Opus Eponymous,2022
Lynyrd Skynyrd,B0009OJA4O,Audio CD,1865,4.8,Greatest Hits,2005
Five Finger Death Punch,B00ZQUP2UW,"Audio CD,Vinyl",1826,4.8,Got Your Six,2015
Jimi Hendrix,B000002P5Y,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1862,4.8,Are You Experienced,1997
The Rolling Stones,B000003BDK,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",1830,4.8,Hot Rocks 1964 - 1971,1990
Nirvana,B00007L9PW,"Vinyl,MP3 Music,Audio CD",1876,4.8,Nirvana,2003
Judas Priest,B07578TSS1,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1800,4.8,Defenders of the Faith,2018
AC/DC,B009B0L324,"Audio CD,Vinyl",1797,4.8,Live At River Plate,2012
Iron Maiden,B06XTCY2VM,"Vinyl,Audio CD",1822,4.8,Matter Of Life & Death,2017
Smashing Pumpkins,B000000WJZ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1812,4.8,Siamese Dream,1993
Queen,B001FES0IY,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1793,4.8,A Day at the Races,2008
Shinedown,B0017I1FO4,"Audio CD,MP3 Music,Vinyl",1763,4.8,The Sound of Madness,2008
Nine Inch Nails,B00001P4TH,"Audio CD,MP3 Music,Vinyl",1757,4.8,The Fragile,1999
The Offspring,B000001IPL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1777,4.8,Smash,1994
Avenged Sevenfold,B003OF3R0S,"Audio CD,MP3 Music,Vinyl",1754,4.8,Nightmare,2010
Rush,B000001ESL,"Audio CD,Vinyl,Audio, Cassette",1773,4.8,Hemispheres Remastered,1997
Suffocation,B0009A3PR6,"Audio CD,MP3 Music,Vinyl",69,4.9,Human Waste,2005
Led Zeppelin,B000002I3D,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1765,4.8,The Song Remains The Same: Soundtrack From The Led Zeppelin Film,1999
Soundgarden,B000002G2B,"Audio CD,MP3 Music",1750,4.8,Superunknown,1994
Carach Angren,B00R4W2NW0,"Audio CD,MP3 Music,Vinyl",69,4.9,This Is No Fairy Tale,2015
IRON MAIDEN,B08KGMJQFX,"Audio CD,Vinyl",1753,4.8,"Nights Of The Dead - Legacy Of The Beast, Live In Mexico City",2020
Wolfbrigade,B07XR95BQ4,"Audio CD,MP3 Music,Vinyl",69,4.9,The Enemy: Reality,2019
Marilyn Manson,B075G13YHC,"Vinyl,MP3 Music,Audio CD",1737,4.8,Heaven Upside Down,2017
Allman Brothers Band,B000001DUL,"Audio, Cassette,MP3 Music,Audio CD",1745,4.8,Decade of Hits 1969-79,1991
Oasis,B00000IB4Z,"Audio CD,MP3 Music",69,4.9,Whatever,
Rush,B0000794FS,"Audio CD,MP3 Music",1721,4.8,The Spirit Of Radio: Greatest Hits 1974-1987,2003
Gojira,B01EGTGJ64,"Audio CD,MP3 Music,Vinyl",1744,4.8,Magma,2016
Nirvana,B000003TAB,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1695,4.8,Incesticide,1992
Korn,B005F9TQ7O,"Audio CD,MP3 Music,Vinyl",1716,4.8,Untouchables,2011
Allman Brothers Band,B001CZ6CL8,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1731,4.8,At Fillmore East,2008
Iron Maiden,B004KY0CLO,"Audio CD,MP3 Music,Audio CD,Vinyl,Audio, Cassette",1711,4.8,Fear of the Dark,
Jimi Hendrix,B00008G1KJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1720,4.8,Electric Ladyland,
AC/DC,B00008WT5J,"Audio CD,Vinyl,Audio, Cassette",1655,4.8,Who Made Who,2003
In This Moment,B00OAKTEIU,"Audio CD,MP3 Music",1689,4.8,Black Widow,2014
Five Finger Death Punch,B09ZKJJ62H,"Vinyl,Audio CD,Audio, Cassette",1658,4.8,AfterLife,2022
Motley Crue,B001EN1R2W,"Audio CD,Vinyl,Audio, Cassette",1671,4.8,Shout At the Devil,2008
Incubus,B009VTAG5A,"Vinyl,MP3 Music,Audio CD",1654,4.8,Morning View,2013
Santana,B0000062FZ,"Audio CD,MP3 Music,Audio, Cassette",1628,4.8,The Best Of Santana,1998
Mad Season,B000002B2T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1618,4.8,Above,1995
Alice In Chains,1573301183,"DVD,VHS Tape",1633,4.8,Unplugged,
The Doors,B0028ER4Q4,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1624,4.8,Strange Days,2009
AC/DC,B000VS6QTK,"Multi-Format,DVD,Vinyl,VHS Tape",1628,4.8,Live At Donington [Blu-ray],
AC/DC,B0000E2FLC,"DVD,Multi-Format,Vinyl,VHS Tape",1628,4.8,Live At Donington,
Trivium,B0851LYSHT,"Audio CD,Vinyl",1634,4.8,What The Dead Men Say,2020
Nine Inch Nails,B000929AJQ,"Audio CD,MP3 Music,Vinyl",1619,4.8,With Teeth,2005
IRON MAIDEN,B08KGK9PWS,"Audio CD,Vinyl",1620,4.8,"Nights Of The Dead - Legacy Of The Beast, Live In Mexico City Deluxe",2020
,6302597544,"VHS Tape,Multi-Format,DVD,Vinyl",1628,4.8,AC/DC Live at Donnington VHS,
Alice In Chains,B00004TXFX,"DVD,VHS Tape",1633,4.8,Unplugged,
,6304230109,"VHS Tape,DVD",1633,4.8,Alice in Chains - MTV Unplugged VHS,
,B00004CT2S,"VHS Tape,DVD",1633,4.8,Alice in Chains: MTV Unplugged [VHS],
Dio,B000002KZ1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1607,4.8,Holy Diver,1990
Mastodon,B001RP22G2,"Vinyl,Audio CD",1592,4.8,Crack the Skye,2009
Iron Maiden,B00175G7E0,"Audio CD,MP3 Music,Vinyl",1589,4.8,Somewhere Back In Time - The Best Of 1980-1989,2008
Van Halen,B000002KK5,"Audio CD,Audio CD",1613,4.8,Van Halen 2,1987
AC/DC,B00365EB88,"Audio CD,MP3 Music",1606,4.8,Iron Man 2,2010
Allman Brothers Band,B0002IQAMW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1586,4.8,Eat a Peach,2004
Van Halen,B00004Y6O7,"Audio CD,Audio CD",1612,4.8,Fair Warning,2000
Iron Maiden,B0019OW6KI,"Vinyl,MP3 Music,Audio CD",1589,4.8,Somewhere Back In Time,2008
Disturbed,B00TJF3LAI,"Vinyl,MP3 Music,Audio CD",1580,4.8,The Sickness,2015
David Bowie,B00001OH7S,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1563,4.8,Diamond Dogs,1974
Boston,B0000025C1,"Audio, Cassette,Audio CD,Vinyl",1568,4.8,Don't Look Back,1988
Pearl Jam,B000002AZ8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1577,4.8,Vitalogy,1994
Deftones,B00A44KDZY,"Vinyl,MP3 Music,Audio CD",1533,4.8,Koi No Yokan,2013
Bad Wolves,B07WXFKKK6,"Audio CD,MP3 Music,Vinyl",1536,4.8,N.a.t.i.o.n.,2019
Killswitch Engage,B07SZBK411,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1522,4.8,Atonement,2019
Scorpions,B000001EUR,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",1539,4.8,Love At First Sting Remastered,1997
Metallica,B096TJNHPS,"Audio CD,MP3 Music,Vinyl",1513,4.8,The Black Album (Remastered),2021
Santana,B001GU04N6,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1544,4.8,Santana,2014
Mr. Bungle,B08F6X4J8N,"Audio CD,MP3 Music,Vinyl",1527,4.8,The Raging Wrath Of The Easter Bunny Demo,2020
BABYMETAL,B016W63ZAM,"Vinyl,MP3 Music,Audio CD",1531,4.8,BabyMetal,2016
Cinderella,B00074Q6CK,"Audio CD,MP3 Music",1513,4.8,"Rocked, Wired & Bluesed: The Greatest Hits",2005
Vince DiCola,B000E6FSPW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1495,4.8,Rocky IV,2006
Disturbed,B0014EAYQQ,"Audio CD,MP3 Music,Vinyl",1517,4.8,Indestructible,2008
Disturbed,B000AGTQKO,"Audio CD,MP3 Music,Vinyl",1496,4.8,Ten Thousand Fists,2005
Queen,B00UZUU9VK,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1513,4.8,Jazz,2015
Freddie Mercury,B000008IDW,"Audio CD,MP3 Music,Vinyl",1499,4.8,Mr Bad Guy,1990
George Harrison,B00G4G4EUQ,"Audio CD,Audio CD",1520,4.8,The Traveling Wilburys Vol. 1 & 3,
Nirvana,B00006V9A0,"Audio CD,Vinyl,Blu-ray Audio",1480,4.8,Nirvana,2002
Three Days Grace,B00009YXGH,"Audio CD,MP3 Music,Vinyl",1467,4.8,Three Days Grace,2003
Megadeth,B0002EXH4K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1478,4.8,Countdown to Extinction,2004
Alter Bridge,B000VKJ6VS,"Audio CD,MP3 Music,Vinyl",1461,4.8,Blackbird,2007
Janis Joplin,B00000K2VZ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1472,4.8,Pearl,1999
Helloween,B08ZW9SGL4,"Audio CD,Vinyl",1474,4.8,Helloween Digibook,2021
Nightwish,B00FPM1A16,"Audio CD,MP3 Music,Vinyl",1466,4.8,"Showtime, Storytime",2013
Iron Maiden,B00BEWCJFM,"Audio CD,Vinyl",1486,4.8,Maiden England '88,2013
Stone Temple Pilots,B000002IU3,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",1480,4.8,Core,1992
Incubus,B0000296JB,"Audio CD,MP3 Music,Vinyl",1466,4.8,Make Yourself,1999
Frei.Wild,B075N16DSJ,"Audio CD,MP3 Music,Vinyl",1464,4.8,Rivalen & Rebellen,2018
Avenged Sevenfold,B000A2XAWI,"Vinyl,MP3 Music,Audio CD",1458,4.8,City Of Evil - Transparent Red,2023
Kiss,B000001EL1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1445,4.8,Alive! Remastered,1997
Opeth,B0923WHS4Z,"Vinyl,MP3 Music,Audio CD",1442,4.8,Blackwater Park,2021
Korn,B01IS8EJN4,"Audio CD,MP3 Music,Vinyl",1438,4.8,The Serenity of Suffering,2016
Van Halen,B000002L9A,"Audio Cassette,Audio CD",1450,4.8,5150,1990
